,City,State,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20
1867,American Fork,UT,339267,341616,344666,346964,349822,352374,355599,359208,363328
1868,East Northport,NY,567073,570617,572570,573890,574835,576937,580453,585551,592455
1869,Glasgow,KY,126212,125922,125596,125150,125024,124853,124637,124553,124468
1870,Grand Haven,MI,258446,258702,259897,261485,263221,264261,265155,266416,267905
1871,Selma,CA,232884,233543,234299,235265,236276,237097,238526,240822,243928
1872,Zeeland,MI,245458,246015,247469,249105,250321,251102,252060,253273,254614
1873,Livingston,NJ,620559,618871,618780,622819,630130,636254,641739,648019,656284
1874,New Smyrna Beach,FL,311521,313463,314493,315532,316166,317815,318907,319972,321458
1875,Seymour,IN,149083,149458,149778,150128,150531,150859,151171,151465,151833
1876,Mount Pleasant,WI,187708,187744,188037,188481,189282,190370,191525,192543,193530
1877,Palmer,AK,269984,270490,270266,270361,270833,271071,271780,271422,271676
1878,Clemmons,NC,234850,235879,236843,237800,239677,241612,243787,245994,248606
1879,Weslaco,TX,115657,116015,116341,116926,117515,117965,118265,118842,119600
1880,Indian Trail,NC,258795,259247,260729,262830,264261,265437,266854,268612,270302
1881,Ozark,MO,188721,189506,190323,191417,192872,194404,196208,198257,200279
1882,San Carlos,CA,1906060,1918392,1930511,1929502,1914690,1906158,1904910,1919576,1925283
1883,Town of Watertown,NY,115875,116390,116459,116023,115394,114662,114009,112969,111768
1884,Faribault,MN,215503,216298,216688,216756,216972,217735,218825,219781,221298
1885,Oak Park,MI,157835,158316,159840,161604,163090,163122,163031,163904,165940
1886,Wetumpka,AL,173103,173775,174687,175409,176131,176644,177041,177510,178321
1887,Ottumwa,IA,75432,75394,75380,75383,75364,75288,75261,75202,75176
1888,Town Of Cicero,NY,172335,173361,174872,176640,178247,179792,181577,183635,186393
1889,Junction City,KS,142756,142945,143110,143273,143493,143692,143973,144447,144898
1890,Southlake,TX,767026,768466,770648,773293,775029,778491,782078,788115,793262
1891,Town Of Bethlehem,NY,274393,272782,271378,270287,269776,270727,272748,275109,277068
1892,Liberty,MO,218129,218903,220093,221175,222121,223167,224956,226948,229240
1893,Fernandina Beach,FL,376677,378094,379259,380042,381122,382598,384942,387291,390034
1894,Lafayette,CA,1316919,1321639,1328278,1333067,1334938,1338144,1351684,1376033,1405016
1895,Sebastopol,CA,836637,847164,852900,854456,853771,853678,856011,862569,876827
1896,Dania Beach,FL,233424,234916,236389,238289,239945,241318,241969,243327,244941
1897,Shawnee,OK,82693,83115,83393,83576,83795,83843,83936,84084,84391
1898,College Park,MD,339149,341001,343436,344701,346766,349134,353130,355936,359327
1899,Fremont,NE,157534,157928,158308,158615,158843,159041,159266,159313,159351
1900,Willis,TX,211186,212668,212963,213139,212717,212960,213268,213537,214007
1901,La Place,LA,154711,155138,155651,156034,156156,156191,156243,156291,156308
1902,Brownstown,MI,216769,217773,218731,219763,219947,220364,221447,223402,225079
1903,Granger,IN,267209,267790,269026,272024,274148,276336,277490,278918,281034
1904,Town of Orchard Park,NY,272393,272699,272770,273710,274069,275040,276319,278806,281572
1905,New Castle,IN,79599,79723,79838,79981,80191,80404,80635,80904,81203
1906,Brainerd,MN,182621,183149,184658,185323,187203,188233,189754,190752,191171
1907,Hermiston,OR,234499,235532,236256,237108,238194,239985,242338,244723,246472
1908,Rock Springs,WY,230852,231253,231499,231728,231851,231964,232145,232444,232831
1909,Mason City,IA,103348,103473,103565,103687,103793,103841,103885,103808,103754
1910,Commack,NY,544304,547995,550380,552411,553953,556463,559105,562780,567600
1911,Port Chester,NY,513004,516070,518235,518497,517729,516849,518712,519360,520926
1912,Nixa,MO,194662,195014,195495,196062,197201,198537,200252,202130,204075
1913,San Lorenzo,CA,672298,678875,683874,685707,685842,686869,692467,702941,714367
1914,Michigan City,IN,110607,111468,112197,112910,113523,114126,114259,114213,114023
1915,Cranberry Township,PA,340499,341232,341674,342380,343727,345781,348362,350680,352538
1916,Paragould,AR,112138,112535,112874,113173,113282,113409,113557,113738,113964
1917,Southgate,MI,132601,133114,133791,134759,135190,135720,136784,138342,139974
1918,Voorhees Township,NJ,288428,290356,290604,291866,293046,295145,297516,301013,305611
1919,Bristol,VA,117298,117494,117652,117831,118020,118251,118472,118606,118721
1920,Brooksville,FL,168796,170113,171299,173347,175416,177584,179618,181579,183893
1921,Inman,SC,183099,183759,184600,185633,186787,187845,188868,190103,191268
1922,Shelbyville,KY,192598,193693,194208,195253,196737,197382,199526,201277,201961
1923,Cheshire,CT,306983,308250,310045,311284,312571,314038,316313,319531,324071
1924,Burlington,IA,95116,94978,94799,94771,94724,94688,94630,94551,94419
1925,Owatonna,MN,202183,202339,202474,202564,203002,203443,203936,204193,204694
1926,Williamsport,PA,147969,148890,149505,149948,150064,150098,150223,150292,150147
1927,Centereach,NY,407473,410632,412946,414635,416992,419330,422043,425083,429259
1928,Libertyville,IL,411182,411060,411004,409840,409152,409140,410663,413184,416884
1929,Hopewell,VA,132456,132498,132524,132648,133017,133489,133986,134325,134576
1930,Arroyo Grande,CA,696109,698299,699891,702314,701086,701577,704573,708836,713058
1931,Rosenberg,TX,191127,191426,191730,192457,193017,193561,193545,193743,193740
1932,Norwood,MA,495443,498044,500241,501856,505757,508209,513169,517843,525009
1933,Lansing,IL,126206,126594,127075,127857,128928,130200,131962,133877,136396
1934,Vernon Rockville,CT,198319,199443,200356,201231,202120,203282,205238,207780,211213
1935,Schertz,TX,244841,244889,244934,245444,246102,247295,248518,250200,251987
1936,Johnston,RI,260674,262295,263700,265047,266342,267792,269482,272225,276054
1937,Fleming Island,FL,289826,290743,291722,292572,293999,295501,296925,298237,299542
1938,Holiday,FL,110324,111292,112783,114115,115330,116423,117786,119244,120895
1939,Lawrence Township,NJ,263083,263625,263758,264608,263922,265262,266839,270369,274171
1940,Corbin,KY,107396,107822,107813,107571,107167,106741,106441,106399,106411
1941,Jonesborough,TN,186404,187509,188490,189654,190738,191932,193262,194734,196581
1942,Sherwood,OR,457013,458550,461979,464286,466674,468256,470896,474319,479795
1943,South Lake Tahoe,CA,446436,446910,448426,451641,454837,458856,465043,474660,487421
1944,Geneva,IL,348127,346921,347125,347779,348711,349222,349785,350899,351736
1945,Beeville,TX,126739,126777,126705,126662,126753,126912,127041,127117,126969
1946,York,SC,205523,208318,211284,214880,219310,223998,227991,231797,235841
1947,Marietta,OH,132100,132385,132659,132845,133315,133710,134046,134109,134145
1948,East Haven,CT,202943,203952,205326,206260,206947,208434,210871,214581,219121
1949,Mehlville,MO,170948,171284,171360,171846,172589,174287,176554,179032,181411
1950,Alice,TX,91957,91996,92044,92034,92070,92008,92019,92013,92270
1951,Bourbonnais,IL,209317,210320,210816,211669,212047,212832,213396,213911,214782
1952,Litchfield Park,AZ,351974,354129,356958,360771,364171,367628,371090,375775,380823
1953,Guilderland,NY,262085,260833,259892,259884,260435,261802,263843,266729,269275
1954,North Attleboro,MA,384857,386389,387389,388181,389999,392507,396592,400957,406417
1955,Taylorsville,NC,159690,160094,160480,160943,161379,161782,162266,162418,162539
1956,West Springfield,MA,236721,238090,239353,240331,240665,241710,243273,245360,247034
1957,Wellesley,MA,1330618,1338653,1342101,1343999,1346521,1346982,1351397,1355262,1365806
1958,Windsor,CT,220909,221143,222252,223145,224845,225932,227803,229646,231727
1959,Plainview,NY,612550,612882,613040,613943,616424,619127,623124,626142,631582
1960,Newberg,OR,397650,399263,400387,401078,402841,405533,409053,412410,415213
1961,Florin,CA,286983,289075,291672,293788,295412,296565,298864,302834,307876
1962,Salem,NH,372244,375439,379186,382859,384311,384687,385946,388627,392297
1963,North Platte,NE,145398,145531,145629,145682,145581,145511,145487,145376,145185
1964,Derby,KS,192484,193671,195250,196410,197378,197794,198584,199776,201744
1965,Duncan,OK,83429,83308,83184,83057,83089,83083,82830,82636,82398
1966,Rockford,MI,288533,289956,291846,293911,294771,296392,298949,303806,308630
1967,Springville,UT,314252,316403,318857,320998,323370,325824,328625,331804,335544
1968,Long Branch,NJ,412697,415063,418108,420629,422635,427107,432925,441483,450384
1969,Norfolk,NE,166869,167230,167561,167806,167870,167927,168045,168095,168062
1970,Oak Ridge,TN,158808,159549,160226,160407,161065,161690,162558,163445,165072
1971,Tooele,UT,255317,256798,258662,261065,263754,266648,270401,274675,281329
1972,Raytown,MO,131305,132013,133375,134355,135334,136348,137727,139580,141603
1973,Shaler Township,PA,197238,198048,199009,200568,201460,203109,205204,209171,213517
1974,Rahway,NJ,309430,310362,312907,316592,320722,324676,327980,332537,336506
1975,Agawam,MA,240797,241760,242515,243089,243678,244795,246104,247897,249904
1976,Abingdon,VA,178476,178611,178661,178746,178908,179130,179337,179361,179312
1977,West Warwick,RI,236672,238541,239841,242156,244363,247128,248675,250243,252236
1978,Seatac,WA,404834,409209,413504,417686,421071,424921,429400,434600,439448
1979,Moscow,ID,322159,323410,324472,325454,326650,327518,328606,329167,330042
1980,Van Buren,MI,227886,228769,229628,230556,230832,231130,232267,233961,235606
1981,Christiansburg,VA,189928,190172,190440,190700,191024,191356,191689,191897,192085
1982,Amityville,NY,403416,407541,410627,413218,415285,418011,420526,423654,427076
1983,Saugus,MA,470786,469769,471215,474460,479573,483486,488494,493308,497819
1984,Algonquin,IL,258447,257897,257772,258222,259290,260484,261706,263499,265512
1985,Beltsville,MD,344835,345693,347222,348777,351064,353911,358246,362903,368127
1986,Mill Valley,CA,1562793,1574041,1584355,1593798,1599847,1610013,1633465,1658022,1685055
1987,Lake Magdalene,FL,259860,261429,263232,265267,267171,269525,271733,274636,277508
1988,Jesup,GA,111227,111448,111678,111880,112055,112150,112248,112209,112228
1989,Norco,CA,576341,577852,579428,582029,585310,588774,593381,599354,606223
1990,Millville,NJ,117399,117898,118477,119126,120164,121995,124645,127691,130782
1991,Long Beach,NY,591766,591446,590203,589716,590204,592761,597646,602985,609971
1992,Mount Airy,MD,435179,435579,436612,437912,439891,441584,444410,447255,450890
1993,Happy Valley,OR,536485,537636,538167,540230,544723,548762,553062,558817,565433
1994,Nutley,NJ,398152,397579,397570,399152,402384,405504,408365,412254,417376
1995,Nacogdoches,TX,133302,133393,133496,133538,133710,133932,134146,134265,134324
1996,Milford,MA,358395,360357,363513,365686,367721,369261,372091,375845,380823
1997,Englewood,FL,236609,236680,237604,238966,241073,243055,245112,247552,250577
1998,Oakdale,MN,267063,268490,270393,272510,274122,274979,276294,277868,279649
1999,Red Bluff,CA,229899,231095,232298,233103,234432,235164,236897,238186,240093
2000,Lacey Township,NJ,267352,268410,270555,270997,270672,268733,267862,268282,270319
2001,Tiffin,OH,119811,120038,120201,120300,120617,120940,121166,121151,121148
2002,South Kingstown,RI,409985,411849,415493,419472,423217,425063,426839,428148,430565
2003,De Pere,WI,223062,223864,224988,226491,227966,229614,231158,233565,236142
2004,Palm City,FL,413008,414428,416004,418692,421611,424644,428043,432367,436963
2005,Grandville,MI,240398,241274,242711,244331,244809,245954,248132,252415,256471
2006,Garfield Heights,OH,74255,74816,75338,76158,76910,77910,78684,79965,81307
2007,Dublin,GA,113611,113864,114150,114596,114917,115188,115306,115361,115457
2008,Owosso,MI,109872,110044,110235,110461,110645,110787,110792,110930,111280
2009,Northampton,MA,305476,307635,310024,313100,313237,312958,312500,314599,317084
2010,Olivehurst,CA,291723,293267,295286,296958,298789,300582,302987,305195,308677
2011,Stoughton,MA,400651,402988,404326,405988,408785,410312,413921,416991,422818
2012,Fort Dodge,IA,86855,86968,87046,86975,86917,86898,87002,87033,87000
2013,Englewood,NJ,400665,403382,404969,407287,409882,413587,416519,418903,421490
2014,Rockingham,NC,71708,71881,72063,72207,72342,72437,72569,72698,72817
2015,Branford,CT,237301,238155,239777,241236,242707,244310,246511,249530,254044
2016,Williston,ND,246556,246843,247154,247180,247073,246490,246213,245507,244385
2017,Central Point,OR,284035,285898,287991,290759,293955,296677,299971,303515,307759
2018,King of Prussia,PA,349181,350174,350242,350014,351322,354633,357292,360172,362878
2019,Ponte Vedra Beach,FL,536798,537162,537724,539345,540729,542528,543940,545798,547987
2020,Chamblee,GA,350553,351260,352080,352688,353106,354418,356762,360287,364299
2021,Colonial Heights,VA,182123,182581,183050,183548,184213,184923,185640,186332,187108
2022,Oceanside,NY,532621,534412,536086,538125,540469,541944,544486,546676,551535
2023,Catalina Foothills,AZ,477237,479827,482991,488409,493207,497564,501619,506777,511989
2024,Emporia,KS,108237,108584,108813,108910,108961,109008,109137,109326,109534
2025,Stephenville,TX,168150,168223,168263,168258,168406,168504,168651,168654,168667
2026,Newtown,CT,396935,397162,398050,398976,400411,403576,407764,413210,419497
2027,Shelbyville,IN,124344,124705,125008,125255,125499,125593,125691,125732,125639
2028,East Chicago,IN,68759,69328,70004,70781,71383,72069,73051,74391,75441
2029,Highland Park,IL,478628,478228,478267,477345,476737,475971,476647,478131,481441
2030,Festus,MO,171715,172645,173453,174317,174978,175666,176210,177334,178463
2031,Talladega,AL,79207,79666,80012,80301,80688,81164,81792,82353,83017
2032,Harker Heights,TX,211229,211951,212833,213824,215102,216539,218055,219931,221756
2033,Cantonment,FL,194574,196082,197519,199180,200457,202041,203046,204122,205244
2034,Clinton,TN,177100,178036,178915,179488,180651,181838,182859,183948,185621
2035,Hutto,TX,259540,259006,258574,259254,260125,261306,262757,264660,267223
2036,Graham,WA,388229,391597,396571,402178,406066,409098,413679,419817,425804
2037,Marion,IL,115039,115240,115296,115270,115127,115082,114988,114927,114879
2038,Goleta,CA,846571,849038,853929,859798,865315,866113,866821,871619,880710
2039,Monroeville,PA,157657,158173,158594,159594,159867,160705,161717,163707,165754
2040,Sonora,CA,322796,321209,319695,318287,317668,317440,317767,318655,319609
2041,Quincy,FL,90202,90979,91473,91918,92376,92980,93690,94273,94807
2042,Auburndale,FL,179375,180882,182473,183923,184605,185971,187339,189746,192678
2043,Kingsville,TX,104003,104048,104174,104365,104764,105042,105280,105352,105267
2044,Brenham,TX,223834,224041,224186,224267,224560,224823,225019,225098,225186
2045,Centralia,WA,248329,250784,253505,256468,259240,261512,264059,267192,271655
2046,Sugar Hill,GA,274464,275350,276330,277277,278381,279957,281668,283824,286336
2047,Kahului,HI,677619,679686,680538,681415,681966,683497,684161,685004,684322
2048,Ponchatoula,LA,178021,178078,178045,177728,177646,178137,179218,180988,183362
2049,Stanton,CA,543151,547048,551186,554588,555797,556767,558621,563153,567027
2050,Spring Hill,TN,306476,307944,309083,310970,312710,314564,316008,318020,320148
2051,Shaker Heights,OH,211363,212961,214315,216861,219175,222077,224729,228340,232474
2052,Wasco,CA,201404,202113,203539,205320,206085,206652,207753,209645,211942
2053,Bardstown,KY,168243,168523,168797,168899,168726,168304,167952,167936,168140
2054,New Milford,CT,286288,286678,286922,287786,289202,291718,294438,297595,301393
2055,Bartow,FL,152350,153571,154898,156071,156626,157671,158774,161065,163702
2056,Fountain,CO,276336,279054,282294,285627,288763,291572,294343,297277,300266
2057,Windermere,FL,451489,453832,455456,457251,458846,460812,462155,463924,465396
2058,Lake Jackson,TX,208117,208301,208442,208395,208280,208095,207972,208363,209041
2059,Logansport,IN,77390,77611,77769,77890,78011,78128,78206,78326,78541
2060,Poulsbo,WA,435834,437531,440940,445247,449517,454255,458542,465392,471592
2061,Dix Hills,NY,803015,806849,809109,809780,810088,811635,814994,819240,824385
2062,Miami Lakes,FL,402394,404706,406370,407873,409809,411464,413619,415747,418337
2063,Lisle,IL,287614,288315,288907,288875,288504,288610,289818,291991,294172
2064,Ellenwood,GA,178754,180160,181330,182647,184000,185742,187806,189651,191570
2065,Weatherford,TX,243559,243960,244348,244616,244776,244682,244830,245406,246428
2066,East Windsor Township,NJ,283865,284783,285106,285975,285265,286253,287530,290984,295253
